id,author,volume,title,institution,venue,address,publisher,year,pages,editor,note,month
1024,"m. kearns, y. mansour, a. y. ng, and d. ron.",,an experimental and theoretical comparison of model selection methods.,,"in proceedings of the eighth annual conference on computational learning theory,",,,1995,"pages 21-30,",,,july
1025,"m. kearns, y. mansour, a. ng, and d. ron.",,an experimental and theoretical comparison of model selection methods.,,"in proceedings of the eigth annual acm conference on computational learning theory,",,,1995,,,,
1026,"m. kearns, y. mansour, a. ng, and d. ron.",,an experimental and theoretical comparison of model selection methods.,,"in colt-95,",,,1995,,,,
1027,"m. kearns, y. mansour, a. y. ng and d. ron,",,"'an experimental and theoretical comparison of model selection methods',",,"in proceedings of the seventh workshop on computational learning theory',",,"acm press,",,,,,
1028,"m. j. kearns, y. mansour, a. ng, , and d. ron.",,an experimental and theoretical comparison of model selection methods.,,"in proceedings of the eighth annual acm workshop on computational learning theory,",,,1995,"pages 21-30,",,"to appear in machine learning, colt95 special issue.",
1029,"m. kearns, y. mansour, a. y. ng, and d. ron.",,an experimental and theoretical comparison of model selection methods.,,"in proc. of the workshop on computational learning theory,",,,1995,,,,
1030,"kearns, m. j., mansour, y., ng, a. y., and ron, d.",,an experimental and theoretical comparison of model selection methods.,,"in proceedings of the eighth acm conference on computational learning theory,",,acm press.,(1995).,pages 21-30.,,,
1031,"kearns, m.",,"'a bound on the error of cross validation using the approximation and estimation rates, with consequences for training-test split', neural information processing 8,",,,,"morgan kaufmann,",(1996).,pp. 183-189.,"ed: d.s. touretzky, m,c. mozer and m.e. hasselmo.",,
1032,"kearns, m.",,"a bound on the error of cross validation using the approximation and estimation rates, with consequences for the training-test split.",,"advances in neural information processing systems, number 8 in nips.",,mit press.,(1996).,,"in touretzky, d. s., mozer, m. c., and hasselmo, m. e., editors,",,
1033,"kearns, m.,",,"`a bound on the error of cross validation using the approximation and estimation rates, with consequences for the training-test split,'",,"in advances in neural information processing 8,","cambridge, ma:","the mit press,",1996,"183-189,","touretzky, d. s., mozer, m. c., and hasselmo, m. e. (eds.),",,
1034,"kearns, m. j.",,"a bound on the error of cross validation using the approximation and estimation rates, with consequences for the training-test split.",,"in advances in neural information processing systems 8,",,morgan kaufmann.,(1996).,pages 183-189.,,,
1035,m. kearns.,,"a bound on the error of cross validation, with consequences for the training-test split.",,"in advances in neural information processing systems 8,",,,1996,"pages 183-189,",,to appear in neural computation.,
1036,michael kearns.,"volume 8,","a bound on the error of cross validation using the approximation and estimation rates, with consequences for the training-test split.",,"in advances in neural information processing systems,",,"mit press,",1996,pages 183-189.,,,
1037,m. kearns.,,"a bound on the error of cross validation, with consequences for the training-test split.",,in advances in neural information processing systems 8.,,"the mit press,",1996,,,to appear.,
1038,m. kearns.,,"a bound on the error of cross validation, with consequences for the training--test split.",,"in advances in neural information processing systems 8,",,,1996,"pages 183-189,",,to appear in neural computation.,
1039,"kearns, m. j.",,"a bound on the error of cross validation using the approxima-tion and estimation rates, with consequences for the training-test split.",,"in advances in neural information processing systems 8,",,morgan kaufmann.,(1996).,pages 183-189.,,,
1040,"kearns, m. j.",,"a bound on the error of cross validation using the approximation and estimation rates, with consequences for the training-test split.",,"in advances in neural information processing systems 8,",,morgan kaufmann.,(1996).,pages 183-189.,,,
1041,"kearns, m. and y.",,mansour (1996). on the boosting ability of top-down decision tree learning algorithms.,,to appear in proceedings of the 28th acm symposium on the theory of computing.,"new york, ny.",acm press:,,,,,
1042,michael kearns and yishay mansour.,,on the boosting ability of top-down decision tree learning algorithms.,,"in proceedings of the twenty-eighth annual acm symposium on the theory of computing,",,,1996,,,,
1043,michael kearns and yishay mansour.,,on the boosting ability of top-down decision tree learning algorithms.,,"in proceedings of the twenty-eighth annual acm symposium on the theory of computing,",,,1996,,,,
1044,m. kearns and y. mansour.,,on the boosting ability of top-down decision tree learning algorithms.,,"in proceedings of the 28th acm symposium on the theory of computing,",,,1996,"pages 459-468,",,,
1045,michael kearns and yishay mansour.,,on the boosting ability of top-down decision tree learning algorithms.,,"proceedings of the 28th annual acm symposium on the theory of computing,",,"acm press,",1996,"pages 459-468,",,,
1046,"kearns, m., mansour, y., ng, a. y., & ron, d.","27,",an experimental and theoretical comparsion of model selection methods.,,"machine learning,",,,(1997).,750,,,
1047,"kearns, m., mansour, y., ng, a., and ron, d.",27,an experimental and theoretical comparison of model selection methods.,,"machine learning,",,,(1997).,7-50.,,,
1048,"kearns, m. j. and ron, d.",,algorithmic stability and sanity-check bounds for leave-one-out cross-validation.,,in proceedings of the tenth annual conference on computational learning theory.,,morgan kaufmann.,(1997).,,,,
1049,"kearns, m. j., mansour, y., ng, a. y., and ron, d.",27(1),an experimental and theoretical comparison of model selection methods.,,"machine learning journal,",,,(1997).,7-50.,,,
1050,"m. kearns, y. mansour, a. ng, and d. ron.",,an experimental and theoretical comparison of model selection methods.,,in machine learning 27:,,,1997,7-50.,,,
1051,"m. kearns, y. mansour, a. ng, d. ron.",27(1),an experimental and theoretical comparison of model selection methods.,,"machine learning,",,,1997,"7-50,",,,
1052,"m. kearns, y. mansour, a. ng,",,"'an information-theoretic analysis of hard and soft assignment methods for clustering,'",,"proc. 13th conference on uncertainty in artificial intelligence,",,,1997,,,,
1053,"m. kearns, y. mansour, a. ng.",,"'an information--theoretic analysis of hard and soft assignment methods for clustering,'",,"proc. 13th conference on uncertainty in artificial intelligence,",,,1997,,,,
1054,"m. kearns, y. mansour, and a. y. ng.",,an information-theoretic analysis of hard and soft assignment methods for clustering.,,"in proceedings of the thirteenth conference on uncertainty in artificial intelligence,",,"morgan kaufmann,",1997,pages 282 - 293.,,,
1055,"kearns, m., mansour, y., and ng, a. y.",,an information-theoretic analysis of hard and soft assignment methods for clustering.,,"in proceedings of the thirteenth annual conference on uncertainty in artificial intelligence (1997),",,,,pp. 282-293.,,,
1056,"kearns, m. and ron, d.",,testing problems with sub-learning sample complexity.,,to appear in proceedings of the eleventh annual acm conference on computational learning theory.,,,1998,,,,
1057,m. kearns and d. ron.,,testing problems with sub-learning sample complexity.,,"manuscript,",,,1998,,,,
1058,michael kearns and satinder singh.,,finite-sample convergence rates for q-learning and indirect algorithms.,,in neural information processing systems 12.,,"mit press, (to appear),",1999,,,,
1059,"m. kearns, y. mansour, and a. ng.",,a sparse sampling algorithm for near-optimal planning in large markov decision processes. 1999.,,unpublished manuscript.,,,,,,,
1060,"d. d. lewis, r. e. schapire, j. p. callan, and r. papka.",,training algorithms for linear classifiers.,,"in proc. of the 19th annual international acm-sigir conference on research and development in information retrieval,",,"hartung-gorre verlag,",1996,pages 298-306.,,,
1061,"lewis, d. d., schapire, r. e., callan, j. p., & papka, r.",,training algorithms for linear text classifiers.,,proceedings of the nineteenth annual international acm sigir conference on research and development in information retrieval (pp.,"zurich, switzerland.",,(1996).,298-315).,,,
1062,"lewis, d., r. e. schapire, j. p. callan, and r. papka.",,training algorithms for linear text classifiers.,,"in sigir '96: proc. of the 19th int. conference on research and development in information retrieval,",,,1996,,,,
1063,"lewis, d.; schapire, r. e.; callan, j. p.; and papka, r.",,training algorithms for linear text classifiers.,,in proc. of the 19th annual int. acm sigir conf.,,,1996,,,,
1064,"lewis, d.; schapire, r.; callan, j.; and papka, r.",,training algorithms for linear text classifiers.,,in proceedings of acm sigir conference.,,,1996,,,,
1065,"david lewis, robert schapire, james p. callan, and ron papka.",,training algorithms for linear classifiers.,,"in nineteenth annual international acm sigir conference on research and development in information retrieval,","zurich, switzerland,",,1996,,,,
1066,"lewis, d. d., schapire, r. e., callan, j. p., and papka, r.",,training algorithms for linear text classifiers.,,in proceedings of acm/sigir (1996).,,,,,,,
1067,"d. d. lewis, r. e. schapire, j. p. callan, and r. papka.",,training algorithms for linear text classifiers.,association for computing machinery.,"in proceedings of the nineteenth annual international acm sigir conference on research and development in information retrieval,","zurich,",,1996,"pages 298-306,",,,
1068,"david d. lewis, robert e. schapire, james p. callan, and ron papka.",,training algorithms for linear text classifiers.,,"in sigir '96: proceedings of the 19th annual international acm sigir conference on research and development in information retrieval,",,,1996,,,to appear.,
1069,"david d. lewis, robert e. schapire, james p. callan, and ron papka.",,training algorithms for linear text classifiers.,,"in sigir '96: proceedings of the 19th annual international acm sigir conference on research and development in information retrieval,",,,1996,298-306.,,,
1070,"d. lewis, r. schapire, j. callan, and r. papka,",,"'training algorithms for linear text classifiers,'",,"proceeding of sigir,",,,1996,"298-306,",,,
1071,"d. lewis, r. schapire, j. callan, and r. papka.",,training algorithms for linear text classifiers.,,"in proceedings of sigir '96,",,,1996,"pages 298-306,",,,
1072,"d. lewis, r. schapire, j. callan, and r. papka,",,"'training algorithms for linear text classifiers,'",,"proceedings of sigir,",,,1996,"298-306,",,,11
1073,"david lewis, robert schapire, james callan, and ron papka.",,"training algorithm for linear text classi fiers. in hans-peter frei, donna harman,","association for computing machinery,","proceedings of the nineteenth annual international acm sigir conference on research and development in information retrieval,","new york,",,1996,pages 298-306.,"peter schauble, and ross wilkinson, editors,",,13
1074,"d. lewis, r. schapire, j. callan, and r. papka.",,training algorithms for linear text classifiers.,,"in sigir-96,",,,1996,"pages 298-306,",,,
1075,"david lewis, robert schapire, james callan, and ron papka.",,training algorithm for linear text classifiers.,,"in proceedings of the nineteenth annual international acm sigir conference on research and development in information retrieval,",,,1996,"pages 298-306,",,,august
1076,"d. lewis, r. schapire, j. callan, and r. papka,",,"'training algorithms for linear text classifiers',",,"proceedings of sigir 1996,",,,,pp. 298-306.,,,
1077,"d. lewis, r. e. shapire, j. p. callan, and r. papka.",,training algorithms for linear text classifiers.,,"in proceedings of the nineteenth annual international acm sigir conference on research and development in information retrieval,",,,1996,"pages 298-306,",,,
1078,"david d. lewis, robert e. schapire, james p. callan, and ron papka.",,training algorithms for linear text classifiers.,,"in sigir '96: proceedings of the 19th annual international acm sigir conference on research and development in information retrieval,",,,1996,298-306.,,,
1079,"david d. lewis, robert e. schapire, james p. callan, and ron papka.",,training algorithms for linear text classifiers.,,"in sigir '96: proceedings of the 19th annual international acm sigir conference on research and development in information retrieval,",,,1996,298-306.,,,
1080,"david d. lewis, robert e. shapire, james p. callan, and ron papka.",,training algorithms for linear text classifiers.,,"in proceedings of the 19 th annual international acm sigir conference on research and development in information retrieval,",,,1996,"pages 298-306,",,,
1081,"littlestone, n, schapire, and warmuth, m.,",,"hypothesis schemas,",,in progress.,,,,,,,
1082,"rivest, r. & schapire, r.",,a new approach to unsupervised learning in deterministic environments.,,"in proceedings of the fourth international workshop on machine learning,","irvine, ca.",,(1987).,"(pp. 364-375),",,,
1083,"rivest, r. l. & schapire, r. e.",,"a new approach to unsupervised learning in deterministic environments. in langley,",,proceedings of the fourth international workshop on machine learning.,,,(1987b).,,"p. (ed.),",,
1084,"rivest, r. l., & schapire, r. e.",,(1987) a new approach to unsupervised learning in deterministic environments.,,"proceedings of the fourth international workshop on machine learning,","irvine, ca.","morgan kaufmann,",,364-375.,,,
1085,"rivest, r.l., & schapire, r.e.",,a new approach to unsupervised learning in deterministic environments.,,"proceedings of the fourth international workshop on machine learning, pat langley,",,"ed.,",(1987).,pp. 364-375.,,,
1086,r. l. rivest and r. e. schapire.,,"a new approach to unsupervised learning in deterministic environments. in pat langley, editor,",,"proceedings of the fourth international workshop on machine learning,","irvine, ca,",,1987,"pages 364-375,",,,june
1087,r. l. rivest and r. e. schapire.,,a new approach to unsupervised learning in deterministic environments.,,"proceedings of the fourth international workshop on machine learning,","irvine, california,",,1987,"pages 364375,","in p. langley, editor,",,june
1088,"rivest, r. l. and schapire, r. e.",,"a new approach to unsupervised learning in deterministic environments. in langley,",,"proceedings of the fourth international workshop on machine learning,","irvine, ca.",,(1987).,pages 364-375.,"p., editor,",,
1089,r. rivest and r. schapire.,,diversity-based inference of finite automata.,,"proceedings of the 28th ieee symposium on foundations of computer science,",,,(1987).,(pp. 78-87).,,to appear in jacm.,
1090,"rivest, r. l. & schapire, r. e.",,diversity-based inference of finite au tomata.,,"in proceedings of the twenty-eighth annual symposium on foundations of computer science,",,,(1987a).,(pp. 78-87).,,,
1091,"rivest, r. l., & schapire, r. e.",,diversity-based inference of finite automata.,,"in proceedings of the 28th ieee symp. on foundations of computer science,",,,(1987).,pp. 78-87.,,,
1092,"rivest, r.l. and schapire, r.e.",,diversity-based inference of finite automata.,,in proceedings of 28th foundation of computer science. ieee.,,,1987,,,,
1093,ronald l. rivest and robert e. schapire.,,diversity-based inference of finite automata.,,"in proceedings of foundations of computer science,",,,1987,,,,
1094,ronald l. rivest and robert e. schapire.,,diversity-based inference of finite automata.,,"in proceedings of the 29th acm symposium on foundations of computer science,",,,1987,"pages 78-87,",,,
1095,r. rivest and s. schapire.,,diversity-based inference of finite automata.,,"in proc. 28th focs,",,"ieee,",1987,pages 78-87.,,,
1096,r. l. rivest and r. e. schapire.,,diversity-based inference of finite automata.,,"in proceedings of focs-87,",,,1987,,,,october
1097,ronald l. rivest and robert e. schapire.,,diversity-based inference of finite automata.,,"in 28th annual symposium on foundations of computer science,",,,1987,"pages 78-87,",,"to appear, journal of the association for computing machinery.",october
1098,r. l. rivest and r. e. schapire.,,diversity-based inference of finite automata.,,"in proceedings of foundations of computer science,",,,1987,,,,
1099,ronald l. rivest and robert e. schapire.,,diversity-based inference of finite au tomata.,,"in proceeding of the twenty-eighth annual symposium on foundations of computer science,","los angeles, california,",,1987,"pages 78-87,",,,october
1100,ronald l. rivest and robert e. schapire.,,diversity-based inference of finite automata.,,"in proceeding of the twenty-eighth annual symposium on foundations of computer science,","los angeles, california,",,1987,"pages 78-87,",,,october
1101,r. l. rivest and r. e. schapire.,,diversity based inference of finite automata.,,"in ieee symposium on the foundations of computer science,",,,1987,"pages 78-87,",,,
1102,r. l. rivest and r. e. schapire.,,diversity-based inference of finite automata.,,"in proc. 28th ieee symp. on foundations of computer science,",,,1987,"pages 78-87,",,,23
1103,ronald l. rivest and robert e. schapire.,,diversity-based inference of finite automata.,,"in proceedings of the twenty-eighth annual symposium on foundations of computer science,","los an-geles, california,",,1987,"pages 78-87,",,,october
1104,ronald l. rivest and robert e. schapire.,,diversity-based inference of finite automata.,,"in proceedings of the twenty-eighth annual symposium on foundations of computer science,","los angeles, california,",,1987,"pages 78-87,",,,october
1105,"rivest, r. l., & schapire, r. e.",,inference of finite automata using homing sequences.,,"in proceedings of the 21th acm symp. on theory of computing,",,,(1989).,pp. 411-420.,,,
1106,"rivest, r.l. and schapire, r.e.",,inference of finite automata using homing sequences.,,in proceedings of 21th annual acm sympposium on theory of computing.,,,1989,,,,
1107,r. l. rivest and r. e. schapire.,,inference of finite automata using homing sequences.,,"in proceedings of the 21th acm symposium on theory and computing,",,,1989,"pages 411-420,",,,
1108,r. rivest and r. schapire.,,inference of finite automata using homing sequences.,,"in proceedings of 21th annual acm symposium on theory of computing,",,,1989,,,,
1109,ronald l. rivest and robert e. schapire.,,inference of finite automata using homing sequences.,,"in proceedings of the twenty first annual acm symposium on theoretical computing,",,,1989,"pages 411-420,",,,
1110,r. rivest and s. schapire.,,inference of finite automata using homing sequences.,,"in proc. 21st stoc,",,"acm,",1989,pages 411-420.,,,
1111,ronald l. rivest and robert e. schapire.,,inference of finite automata using homing sequences.,,"in proceedings of the twenty first annual acm symposium on theory of computing,",,,1989,"pages 411-420,",,"to appear, information and computation.",may
1112,r. l. rivest and r. e. schapire.,,inference of finite automata using homing sequences (extended abstract).,,"in proceedings of the twenty-first annual acm symposium on theory of computing,","seattle, washington,",,1989,"pages 411-420,",,,
1113,r. rivest and r. schapire.,,inference of finite automata using homing sequences.,,"proceedings of the 21st annual acm symposium on theory of computing,",,,1989,"pages 411-420,",,,
1114,ronald l. rivest and robert e. schapire.,,inference of finite automata using homing sequences.,,"in proceedings of the twenty-first annual acm symposium on theory of computing,",,,1989,"pages 411-420,",,,may
1115,"rivest, ronald l. and robert e. schapire.",,"'inference of finite automata using homing sequences,'",,"proceedings of the twenty-first annual acm symposium on theory of computing, acm,","seattle, washington,",,"1989,",pp. 411-420.,,,may
1116,r. l. rivest and r. e. schapire.,,inference of finite automata using homing sequences.,"association for computing machinery,","in proceedings of the twenty first annual acm symposium on theory of computing,",,,1989,pages 411-420.,,,
1117,r. l. rivest and r. e. schapire.,,inference of finite automata using homing sequences.,,"in acm symposium on the theory of computing,",,,1989,"pages 411-420,",,,
1118,ronald l. rivest and robert e. schapire.,,inference of finite automata using homing sequences.,,"in proceedings of the twenty first annual acm symposium on theory of computing,",,,1989,"pages 411-420,",,,may
1119,ronald l. rivest and robert e. schapire.,,inference of finite automata using homing sequences.,,"in proc. 21st ann. acm symp. on theoretical computing,",,,1989,,,,
1120,"r. rivest,",,"'the md5 message-digest algorithm,' network working group request for comments rfc 1321,",,"ietf,",,,1993,,,"h. schulzrinne expires 03/01/94 [page 56] internet-draft draft-ietf-avt-issues-01.ps october 20,",apr.
1121,"r. rivest,",,"the md5 message-digest algorithm, request for comments (informational) rfc 1321,","internet engineering task force,",,,,1992,,,schulzrinne/casner/frederick/jacobson expires 9/1/95 [page 62],apr.
1122,r. rivest and r. schapire.,"103,",inference of finite automata using homing sequences.,,"information and computation,",,,(1993).,299-347.,,,
1123,"rivest, r. & schapire, r.",299 - 347.,"'inference of finite automata using homing sequences',",,"information and computation 103(2),",,,"(1993),",,,,
1124,"rivest, r. l. & schapire, r. e.","103(2),",inference of finite automata using homing sequences.,,"information and computation,",,,(1993).,299-347.,,,
1125,"rivest, r. l., & schapire, r. e.",,inference of finite automata using homing sequences.,,"information and computation,",,,(1993).,"103 , 299-347.",,,
1126,"rivest, r. l., and schapire, r. e.",,inference of finite automata using homing sequences.,,information and computation 103(2),,,1993,299-347.,,,
1127,"rivest, r.l. and r.e. schapire,","103:2,",1993 inference of finite automata using homing sequences.,,"information and computation,",,,,pp. 299-347.,,,
1128,r. rivest and r. schapire.,103,inference of finite automata using homing sequences.,,"information and computation,",,,1993,"299-347,",,,
1129,r. rivest and r. schapire.,,inference of finite automata using homing sequences.,,,,,1993,,,"information and computation (to appear),",
1130,ronald. l. rivest and robert. e. schapire.,103(2),inference of finite automata using homing sequences.,,"information and computation,",,,1993,"299-347,",,,
1131,r. rivest and r. schapire.,103,inference of finite automata using homing sequences.,,"information and computation,",,,1993,"299-347,",,,
1132,r.e. schapire r. l. rivest.,,inference of finite automata using homing sequences. in r.l.,,"machine learning: from theory to applications,",,"springer,",1993,pages 51-73.,"rivest s. j. hanson, w. remmele, editor,",,
1133,r. rivest and r. schapire.,103(2),inference of finite automata using homing sequences.,,"information and computation,",,,1993,"299-347,",,,
1134,"r.l. rivest and r.e. schapire,",,"inference of finite automata using homing sequences,",,"in formation and computation 103 #2 (1993),",,,,299-347.,,,
1135,ronald. l. rivest and robert. e. schapire.,103(2),inference of finite automata using homing sequences.,,"information and computation,",,,1993,"299-347,",,,
1136,r. l. rivest and r. e. schapire.,103(2),inference of finite automata using homing sequences.,,"information and computation,",,,1993,"299-347,",,,
1137,r. l. rivest and r. e. schapire.,103(2),inference of finite automata using homing sequences.,,"information and computation,",,,1993,"299-347,",,,
1138,r. rivest and r. schapire.,103(2),inference of finite automata using homing sequences.,,"information and computation,",,,1993,"299-347,",,,
1139,ronald l. rivest and robert e. schapire.,103(2),inference of finite automata using homing sequences.,,"information and computation,",,,1993,"299-347,",,,april
1140,ronald l. rivest and robert e. schapire.,103(2),inference of finite automata using homing sequences.,,"information and computation,",,,1993,"299-347,",,,16
1141,r.l. rivest and r.e. schapire.,,inference of finite automata using homing sequences.,,"information and computation,",,,1993,,,,
1142,r. l. rivest and r. e. schapire.,103(2),inference of finite automata using homing sequences.,,"information and computation,",,,1993,"299-347,",,,apr.
1143,r. rivest and r. schapire.,103(2),inference of finite automata using homing sequences.,,"information and computation,",,,1993,"299-347,",,,12
1144,ronald l. rivest and robert e. schapire.,103(2),inference of finite automata using homing sequences.,,"information and computation,",,,1993,"299-347,",,,april
1145,ronald l. rivest and robert e. schapire.,103(2),inference of finite automata using homing sequences.,,"information and computation,",,,1993,"299-347,",,,april
1146,rivest r.l. and schapire r.e.,103(2),inference of finite automata using homing sequences.,,"information and computation,",,,1997,"299-347,",,,april
1147,r. l. rivest and r. e. schapire.,103,inference of finite automata using homing sequences.,,"information and computation,",,,1993,"299-347,",,,
1148,ronald l. rivest and robert e. schapire.,103(2),inference of finite automata using homing sequences.,,"information and computation,",,,1993,"299-347,",,,april
1149,ronald l. rivest and robert e. schapire.,103(2),inference of finite automata using homing sequences.,,"information and computation,",,,1993,"299-347,",,120 bibliography,april
1150,r.e. schapire r. l. rivest.,,inference of finite automata using homing sequences. in r.l.,,"machine learning: from theory to applications,",,"springer,",1993,pages 51-73.,"rivest s. j. hanson, w. remmele, editor,",,
1151,ronald l. rivest and robert e. schapire.,103(2),inference of finite automata using homing sequences.,,"information and computation,",,,1993,"299-347,",,,april
1152,ronald l. rivest and robert e. schapire.,103(2),inference of finite automata using homing sequences.,,"information and computation,",,,1993,"299-347,",,,
1153,r. l. rivest and r. e. schapire.,103(2),inference of finite automata using homing sequences.,,"information and computation,",,,1993,"299-347,",,,
1154,r. l. rivest and r. e. schapire.,,"inference of finite automata using homing sequences. information and computation,",,,"103:299347,",,1993,,,,
1155,r. rivest and r. schapire.,103(2),inference of finite automata using homing sequences.,,"information and compuation,",,,1993,page 9,,,
1156,ronald l. rivest and robert e. schapire.,103(2),inference of finite automata using homing sequences.,,"information and computation,",,,1993,"299-347,",,,april
1157,"rivest, r., and schapire, r.",,inference of finite automata using homing sequences.,,information and computation 103,,,1993,299-347.,,,
1158,"rivest, r. l. and schapire, r. e.",103(2),inference of finite automata using homing sequences.,,"information and computation,",,,(1993).,299-347.,,,
1159,r. rivest and r. schapire.,43(3),diversity-based inference of finite automata.,,"journal of the association for computing machinery,",,,1994,"555-589,",,,
1160,r. l. rivest and r. e. schapire.,43(3),diversity-based inference of finite automata.,,"journal of the association for computing machinery,",,,1994,"555-589,",,,
1161,r. rivest and r. schapire.,43(3),diversity-based inference of finite automata.,,"journal of the association for computing machinery,",,,1994,"555-589,",,,
1162,r. rivest and r. schapire.,43(3),diversity-based inference of finite automata.,,"journal of the association for computing machinery,",,,1994,"555-589,",,,
1163,r. l. rivest and r. e. schapire.,,diversity-based inference of finite automata.,,"journal of the association for computing machinery,",,,1993,,,,
1164,"robert e. schapire, yoav freund, peter bartlett, and wee sun lee.",,boosting the margin: a new explanation for the effectiveness of voting methods.,,"annals of statistics,",,,,,,to appear.,
1165,"robert e. schapire, yoav freund, peter bartlett, and wee sun lee.",,boosting the margin: a new explanation for the effectiveness of voting methods.,,"annals of statistics,",,,,,,to appear.,
1166,"schapire, r. e.",,diversity-based inference of finite automata.,"massachusetts institute of technology,","master's thesis,","cambridge, ma.",,(1988).,,,,
1167,r. schapire.,,on the strength of weak learnability.,,"proceedings of the 30th i.e.e.e. symposium on the foundations of computer science,",,,"1989,",pp. 28-33.,,,
1168,r. schapire.,,on the strength of weak learnability.,,"42 proceedings of the 30th i.e.e.e. symposium on the foundations of computer science,",,,"1989,",pp. 28-33.,,,
1169,robert e. schapire.,5(2),the strength of weak learnability.,,"machine learning,",,,1990,"197-227,",,,
1170,r. schapire.,5,the strength of weak learnability.,,"machine learning,",,,1990,"197-226,",,,
1171,robert e. schapire.,5(2),combining regression estimates 29,,"machine learning,",,,1990,"197-227,",,,june
1172,robert e. schapire.,5(2),the strength of weak learnability.,,"machine learning,",,,1990,"197-227,",,,june
1173,"schapire, r.",,"`the strength of weak learnability',",,"machine learning 5(2),",,,"(1990),",197-227.,,,
1174,"schapire, r.",5(2),the strength of weak learnability.,,"machine learning,",,,(1990).,197-227.,,,
1175,"schapire, r.","5,",the strength of weak learnability.,,"machine learning,",,,(1990).,197-226.,,,
1176,"schapire, r.","2,","the strength of weak learnability machine learning,",,"5,",,,-1990,197-227.,,,
1177,"schapire, r. e.",,"'the strength of weak learnability',",,"machine learning 5(2),",,,"(1990),",197-227.,,,
1178,"schapire, r. e.",,"'the strength of weak learnability',",,"machine learning 5(2),",,,"(1990),",pp. 197-227.,,,
1179,"schapire, r. e.",,"`the strength of weak learnability',",,"machine learning 5(2),",,,"(1990),",197-227.,,,
1180,"schapire, r. e.","5 (2),",the strength of weak learn-ability.,,"mach. learn.,",,,(1990).,197-227.,,,
1181,"schapire, r. e.",,the strength of weak learnability.,,"machine learning,",,,(1990).,"5 , 197-227.",,,
1182,"schapire, r. e.","5 (2),",the strength of weak learnability.,,"machine learning,",,,(1990).,197-227.,,,
1183,"schapire, r. e.",5(2),the strength of weak learnability.,,"machine learning,",,,(1990).,197-227.,,,
1184,"schapire, r. e.","5(2),",the strength of weak learnability.,,"machine learning,",,,(1990).,197-227.,,,
1185,"schapire, r. e.","5,",the strength of weak learnability.,,"machine learning,",,,(1990).,197-227.,,,
1186,"schapire, r.e.","5,","the strength of weak learnability,",,"machine learning,",,kluwer academic publishers.,"(1990),","pp. 197-227,",,,
1187,"schapire, r.e.",,the strength of weak learn-ability.,,machine learning 5,,,1990,197-227.,,,
1188,"schapire, r.e.",,the strength of weak learnability.,,machine learning 5:,,,1990,197-227.,,,
1189,"schapire, r.e.,","5, 2,","'the strength of weak learnability',",,"machine learning,",,,"(1990),",pp. 197-227.,,,
1190,"schapire, r.e.:",,the strength of weak learnability.,,,,,,,,machine learning 5 (1990) 197-227.,
1191,"schapire, robert e.",,the strength of weak learn-ability.,,machine learning 5(2),,,1990,197-226.,,,
1192,"shapire, r.",5,the strength of weak learnability.,,"machine learning,",,,(1990).,197-227.,,,
1193,r. e. schapire.,5(2),the strength of weak learnability.,,"machine learning,",,,1990,"197-227,",,,
1194,r. schapire.,5,the strength of weak learnability.,,"machine learning,",,,1990,"197-227,",,,
1195,"schapire, r.",,the strength of weak learnability. machine learning 5 197-227. this article was processed using the l a t e x macro package with llncs style,,,,,1990,,,,
1196,r. e. schapire.,5(2),the strength of weak learnability.,,"machine learning,",,,1990,"197-227,",,,
1197,robert e. schapire.,5,the strength of weak learnability.,,"machine learning,",,,1990,"197-227,",,,
1198,robert e. schapire.,5,the strength of weak learnability.,,"machine learning,",,,1990,"197-227,",,,
1199,robert e. schapire.,5(2),the strength of weak learnability.,,"machine learning,",,,1990,"197-227,",,,
1200,robert e. schapire.,5(2),the strength of weak learnability.,,"machine learning,",,,1990,"197-227,",,,
1201,r. e. schapire.,5(2),the strength of weak learnability.,,"machine learning,",,,1990,"197-227,",,,
1202,r. schapire.,5,the strength of weak learnability.,,"machine learning,",,,1990,"197-226,",,,
1203,robert schapire.,5(2),the strength of weak learnability.,,"machine learning,",,,1990,"197-226,",,,
1204,r. e. schapire.,5(2),the strength of weak learnability.,,"machine learning,",,,1990,"197-227,",,,
1205,r. schapire.,5,the strength of weak learnability.,,"machine learning,",,,1990,"197-226,",,,
1206,r. schapire.,5(2),the strength of weak learnability.,,"machine learning,",,,1990,"197-226,",,,
1207,robert e. schapire.,5(2),the strength of weak learnability.,,"machine learning,",,,1990,"197-227,",,,
1208,robert schapire.,5(2),the strength of weak learnability.,,"machine learning,",,,1990,"197-226,",,,
1209,robert e. schapire.,5(2),the strength of weak learnability.,,"machine learning,",,,1990,"197-227,",,,
1210,robert e. schapire.,5(2),the strength of weak learnability.,,"machine learning,",,,1990,"197-227,",,,
1211,"r.e. schapire,",,"the strength of weak learnability,",,"machine learning 5 (2),",,,1990,,,,
1212,robert e. schapire.,5(2),the strength of weak learnability.,,"machine learning,",,,1990,"197-227,",,,
1213,robert e. schapire.,5(2),the strength of weak learnability.,,"machine learning,",,,1990,"197-227,",,,
1214,robert e. schapire.,5(2),the strength of weak learnability.,,"machine learning,",,,1990,"197-227,",,,
1215,robert e. schapire.,,the strength of weak learnability.,,"machine learning,",,,1990,,,"special issue for colt 89, to appear. a preliminary version is available in proceedings of the thirtieth annual symposium on foundations of computer science, pages 28-33,1989.",
